"X.35830865.","X.NULL.","X.ERR13902112.","X.NULL..1","X.NULL..2","X.AB.310.Genetic.Analyzer.","X.AMPLICON.","X.GENOMIC.","X.PCR."
"14727672","Recife","SRR14728601","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727671","Recife","SRR14728602","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727670","Recife","SRR14728603","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727669","Recife","SRR14728604","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727668","Recife","SRR14728605","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727667","Recife","SRR14728606","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727666","Recife","SRR14728607","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727665","Recife","SRR14728608","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727664","Recife","SRR14728609","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727663","Recife","SRR14728610","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727662","Recife","SRR14728611","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727661","Recife","SRR14728612","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727660","Recife","SRR14728613","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727659","Recife","SRR14728614","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727658","Recife","SRR14728615","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727657","Recife","SRR14728616","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727656","Recife","SRR14728617","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727655","Recife","SRR14728618","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727654","Recife","SRR14728619","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727653","Recife","SRR14728620","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727652","Recife","SRR14728621","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727651","Recife","SRR14728622","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727650","Recife","SRR14728623","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727649","Recife","SRR14728624","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727648","Recife","SRR14728625","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727647","Recife","SRR14728626","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727646","Recife","SRR14728627","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727645","Recife","SRR14728628","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727644","Recife","SRR14728629","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727643","Recife","SRR14728630","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727642","Recife","SRR14728631","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727641","Recife","SRR14728632","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727640","Recife","SRR14728633","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727639","Recife","SRR14728634","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727638","Recife","SRR14728635","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727637","Recife","SRR14728636","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727636","Recife","SRR14728637","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727635","Recife","SRR14728638","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727634","Recife","SRR14728639","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727633","Recife","SRR14728640","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727632","Recife","SRR14728641","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727631","Recife","SRR14728642","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727630","Recife","SRR14728643","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727629","Recife","SRR14728644","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727628","Recife","SRR14728645","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727627","Recife","SRR14728646","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727626","Recife","SRR14728647","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727625","Recife","SRR14728648","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727624","Recife","SRR14728649","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727623","Recife","SRR14728650","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727622","Recife","SRR14728651","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727621","Recife","SRR14728652","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727620","Recife","SRR14728653","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727619","Recife","SRR14728654","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727618","Recife","SRR14728655","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727617","Recife","SRR14728656","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727616","Recife","SRR14728657","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727615","Recife","SRR14728658","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727614","Recife","SRR14728659","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727613","Recife","SRR14728660","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727612","Recife","SRR14728661","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727611","Recife","SRR14728662","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727610","Recife","SRR14728663","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727609","Recife","SRR14728664","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727608","Recife","SRR14728665","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727607","Recife","SRR14728666","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727606","Recife","SRR14728667","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727605","Recife","SRR14728668","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727604","Recife","SRR14728669","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727603","Recife","SRR14728670","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727602","Recife","SRR14728671","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727601","Recife","SRR14728672","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727600","Recife","SRR14728673","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727599","Recife","SRR14728674","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727598","Recife","SRR14728675","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727597","Recife","SRR14728676","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727596","Recife","SRR14728677","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727595","Recife","SRR14728678","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727594","Recife","SRR14728679","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727593","Recife","SRR14728680","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727592","Recife","SRR14728681","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727591","Recife","SRR14728682","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727590","Recife","SRR14728683","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"14727589","Recife","SRR14728684","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"13762965","Bauru","SRR14054659","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762964","Bauru","SRR14054656","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762963","Bauru","SRR14054657","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762962","Bauru","SRR14054658","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762961","Bauru","SRR14054660","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762960","Bauru","SRR14054661","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762959","Bauru","SRR14054662","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762958","Bauru","SRR14054663","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762957","Bauru","SRR14054667","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762956","Bauru","SRR14054664","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762955","Bauru","SRR14054665","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762954","Bauru","SRR14054666","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762953","Bauru","SRR14054668","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762952","Bauru","SRR14054669","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762951","Bauru","SRR14054670","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762949","Bauru","SRR14054675","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762948","Bauru","SRR14054672","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762947","Bauru","SRR14054673","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762946","Bauru","SRR14054674","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762945","Bauru","SRR14054676","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762944","Bauru","SRR14054677","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762943","Bauru","SRR14054678","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762942","Bauru","SRR14054679","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762941","Bauru","SRR14054683","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762940","Bauru","SRR14054680","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762939","Bauru","SRR14054681","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762938","Bauru","SRR14054682","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762937","Bauru","SRR14054684","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762936","Bauru","SRR14054685","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762935","Bauru","SRR14054686","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762934","Bauru","SRR14054687","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762933","Bauru","SRR14054691","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762932","Bauru","SRR14054688","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762931","Bauru","SRR14054689","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762930","Bauru","SRR14054690","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762929","Bauru","SRR14054692","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762928","Bauru","SRR14054693","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762927","Bauru","SRR14054694","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762926","Bauru","SRR14054695","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762925","Bauru","SRR14054699","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762924","Bauru","SRR14054696","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762923","Bauru","SRR14054697","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762922","Bauru","SRR14054698","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762921","Bauru","SRR14054700","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762920","Bauru","SRR14054701","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762919","Bauru","SRR14054702","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762916","Bauru","SRR14054704","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762915","Bauru","SRR14054705","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762914","Bauru","SRR14054706","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762913","Bauru","SRR14054708","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762912","Bauru","SRR14054709","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762911","Bauru","SRR14054710","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762910","Bauru","SRR14054711","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762909","Bauru","SRR14054715","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762908","Bauru","SRR14054712","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762907","Bauru","SRR14054713","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762906","Bauru","SRR14054714","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762905","Bauru","SRR14054716","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762904","Bauru","SRR14054717","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762903","Bauru","SRR14054718","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762902","Bauru","SRR14054719","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762901","Bauru","SRR14054723","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762900","Bauru","SRR14054720","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762899","Bauru","SRR14054721","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762898","Bauru","SRR14054722","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762897","Bauru","SRR14054724","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762895","Bauru","SRR14054726","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762894","Bauru","SRR14054727","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762893","Bauru","SRR14054731","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762892","Bauru","SRR14054728","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762891","Bauru","SRR14054729","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762890","Bauru","SRR14054730","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762889","Bauru","SRR14054732","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762888","Bauru","SRR14054733","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762887","Bauru","SRR14054734","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762886","Bauru","SRR14054735","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762885","Bauru","SRR14054739","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762884","Bauru","SRR14054736","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762883","Bauru","SRR14054737","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762882","Bauru","SRR14054738","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762881","Bauru","SRR14054740","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762880","Bauru","SRR14054741","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762879","Bauru","SRR14054742","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762878","Bauru","SRR14054743","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762877","Bauru","SRR14054747","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762876","Bauru","SRR14054744","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762875","Bauru","SRR14054745","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762874","Bauru","SRR14054746","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762873","Bauru","SRR14054748","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762872","Bauru","SRR14054749","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762871","Bauru","SRR14054750","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762870","Bauru","SRR14054751","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762869","Bauru","SRR14054752","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762868","Bauru","SRR14054753","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762867","Bauru","SRR14054754","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762866","Bauru","SRR14054755","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762865","Bauru","SRR14054756","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762864","Bauru","SRR14054760","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762863","Bauru","SRR14054757","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762862","Bauru","SRR14054758","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762861","Bauru","SRR14054759","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762860","Bauru","SRR14054761","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762859","Bauru","SRR14054762","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762858","Bauru","SRR14054763","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762857","Bauru","SRR14054764","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762856","Bauru","SRR14054768","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762855","Bauru","SRR14054765","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762854","Bauru","SRR14054766","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762853","Bauru","SRR14054767","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762852","Bauru","SRR14054769","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762851","Bauru","SRR14054770","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762850","Bauru","SRR14054771","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762849","Bauru","SRR14054772","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762848","Bauru","SRR14054776","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762847","Bauru","SRR14054773","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762846","Bauru","SRR14054774","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762845","Bauru","SRR14054775","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
"13762844","Bauru","SRR14054777","NULL","University of Sao Paulo","Illumina MiSeq","AMPLICON","GENOMIC","Restriction Digest"
